Filter1;Start1;End1;Filter2;Start2;End2;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;StruxureWare;2023-04-29T00:00:00Z;2023-04-29T04:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;C-NMS;2023-04-29T00:00:00Z;2023-04-29T05:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;Stonebranch;2023-04-29T01:00:00Z;2023-04-29T04:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;Impact;2023-05-06T21:00:00Z;2023-05-07T00:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;Zabbix;2023-05-06T21:00:00Z;2023-05-07T01:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;DICA;2023-05-06T21:00:00Z;2023-05-07T01:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;CA_Spectrum;2023-05-06T21:00:00Z;2023-05-07T01:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;NFM-P;2023-05-06T21:00:00Z;2023-05-07T01:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;StruxureWare;2023-05-06T21:00:00Z;2023-05-07T01:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;UNEM;2023-05-06T21:00:00Z;2023-05-07T02:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;LucentOMS;2023-05-06T21:00:00Z;2023-05-07T03:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;HA;2023-05-06T23:00:00Z;2023-05-07T01:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;SCOM;2023-05-06T23:00:00Z;2023-05-07T03:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;C-NMS;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;NetAct;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;ADVA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;;;
EMMA;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;SDH;2023-05-07T00:00:00Z;2023-05-07T02:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;StruxureWare;2023-05-08T06:00:00Z;2023-05-08T12:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;NetAct;2023-05-08T07:00:00Z;2023-05-08T13:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;Ping;2023-05-08T07:00:00Z;2023-05-08T13:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;NFM-P;2023-05-08T09:00:00Z;2023-05-08T13:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;LucentOMS;2023-05-08T09:00:00Z;2023-05-08T14:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;EML;2023-05-08T10:00:00Z;2023-05-08T12:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;Zabbix;2023-05-08T12:00:00Z;2023-05-08T14:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;CA_Spectrum;2023-05-08T12:00:00Z;2023-05-08T14:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;MileStone;2023-05-08T12:00:00Z;2023-05-08T15:00:00Z;;;
EMMA;2023-05-08T11:00:00Z;2023-05-08T13:00:00Z;DICA;2023-05-08T13:00:00Z;2023-05-08T16:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;Zabbix;2023-05-09T05:00:00Z;2023-05-09T07:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;StruxureWare;2023-05-09T05:00:00Z;2023-05-09T11:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;CA_Spectrum;2023-05-09T05:00:00Z;2023-05-09T12:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;SCOM;2023-05-09T06:00:00Z;2023-05-09T11:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;EML;2023-05-09T08:00:00Z;2023-05-09T11:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;SDH;2023-05-09T08:00:00Z;2023-05-09T11:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;DICA;2023-05-09T08:00:00Z;2023-05-09T12:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;NetAct;2023-05-09T08:00:00Z;2023-05-09T12:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;LucentOMS;2023-05-09T08:00:00Z;2023-05-09T13:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;Impact;2023-05-09T09:00:00Z;2023-05-09T11:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;Zabbix;2023-05-09T09:00:00Z;2023-05-09T13:00:00Z;;;
EMMA;2023-05-09T07:00:00Z;2023-05-09T09:00:00Z;NFM-P;2023-05-09T09:00:00Z;2023-05-09T13:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;Stonebranch;2023-05-13T00:00:00Z;2023-05-13T04:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;EML;2023-05-13T00:00:00Z;2023-05-13T04:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;LucentOMS;2023-05-13T00:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;SkyWalker;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;MileStone;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;NetAct;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;Impact;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;StruxureWare;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;DICA;2023-05-13T03:00:00Z;2023-05-13T07:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;Ping;2023-05-13T03:00:00Z;2023-05-13T07:00:00Z;;;
EMMA;2023-05-13T03:00:00Z;2023-05-13T05:00:00Z;CA_Spectrum;2023-05-13T03:00:00Z;2023-05-13T09:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;LucentOMS;2023-05-13T00:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;MileStone;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;NetAct;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;Impact;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;StruxureWare;2023-05-13T03:00:00Z;2023-05-13T06:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;DICA;2023-05-13T03:00:00Z;2023-05-13T07:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;Ping;2023-05-13T03:00:00Z;2023-05-13T07:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;CA_Spectrum;2023-05-13T03:00:00Z;2023-05-13T09:00:00Z;;;
EMMA;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;SCOM;2023-05-13T06:00:00Z;2023-05-13T08:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;NetAct;2023-05-15T06:00:00Z;2023-05-15T12:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;CA_Spectrum;2023-05-15T07:00:00Z;2023-05-15T12:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;MileStone;2023-05-15T10:00:00Z;2023-05-15T13:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;Impact;2023-05-15T11:00:00Z;2023-05-15T13:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;SolMan;2023-05-15T11:00:00Z;2023-05-15T13:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;LucentOMS;2023-05-15T13:00:00Z;2023-05-15T15:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;Zabbix;2023-05-15T13:00:00Z;2023-05-15T15:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;NetAct;2023-05-15T13:00:00Z;2023-05-15T15:00:00Z;;;
EMMA;2023-05-15T12:00:00Z;2023-05-15T14:00:00Z;DICA;2023-05-15T13:00:00Z;2023-05-15T16:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;CA_Spectrum;2023-05-15T22:00:00Z;2023-05-16T01:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;SCOM;2023-05-15T22:00:00Z;2023-05-16T02:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;Zabbix;2023-05-15T22:00:00Z;2023-05-16T03:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;HA;2023-05-15T23:00:00Z;2023-05-16T01:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;LucentOMS;2023-05-16T00:00:00Z;2023-05-16T02:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;ADVA;2023-05-16T00:00:00Z;2023-05-16T02:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;BigData;2023-05-16T00:00:00Z;2023-05-16T02:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;Stonebranch;2023-05-16T00:00:00Z;2023-05-16T03:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;C-NMS;2023-05-16T00:00:00Z;2023-05-16T04:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;UNEM;2023-05-16T01:00:00Z;2023-05-16T03:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;NetAct;2023-05-16T01:00:00Z;2023-05-16T03:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;OCC;2023-05-16T01:00:00Z;2023-05-16T03:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;HA;2023-05-16T04:00:00Z;2023-05-16T06:00:00Z;;;
EMMA;2023-05-16T01:00:00Z;2023-05-16T04:00:00Z;DICA;2023-05-16T04:00:00Z;2023-05-16T06:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;LucentOMS;2023-05-27T17:00:00Z;2023-05-28T03:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;DICA;2023-05-27T21:00:00Z;2023-05-28T00:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;UNEM;2023-05-27T21:00:00Z;2023-05-28T01:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;Impact;2023-05-27T21:00:00Z;2023-05-28T01:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;EML;2023-05-27T21:00:00Z;2023-05-28T01:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;SDH;2023-05-27T21:00:00Z;2023-05-28T01:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;CA_Spectrum;2023-05-27T21:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;NFM-P;2023-05-27T21:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;HA;2023-05-27T23:00:00Z;2023-05-28T01:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;SCOM;2023-05-27T23:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;MileStone;2023-05-27T23:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;Zabbix;2023-05-27T23:00:00Z;2023-05-28T03:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;C-NMS;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;Ping;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;StruxureWare;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;;;
EMMA;2023-05-28T00:00:00Z;2023-05-28T02:00:00Z;SCADA;2023-05-28T01:00:00Z;2023-05-28T03:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;SkyWalker;2023-06-05T07:00:00Z;2023-06-05T11:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;LucentOMS;2023-06-05T07:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;NetAct;2023-06-05T07:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;SCOM;2023-06-05T07:00:00Z;2023-06-05T17:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;DICA;2023-06-05T08:00:00Z;2023-06-05T10:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;SCADA;2023-06-05T08:00:00Z;2023-06-05T10:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;SDH;2023-06-05T08:00:00Z;2023-06-05T11:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;HA;2023-06-05T08:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;EML;2023-06-05T08:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;vRealize;2023-06-05T08:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;Zabbix;2023-06-05T08:00:00Z;2023-06-05T14:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;CA_Spectrum;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;NFM-P;2023-06-05T09:00:00Z;2023-06-05T14:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;local6;2023-06-05T10:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-05T09:00:00Z;2023-06-05T11:00:00Z;UNEM;2023-06-05T10:00:00Z;2023-06-05T12:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;Zabbix;2023-06-05T21:00:00Z;2023-06-06T01:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;DICA;2023-06-05T22:00:00Z;2023-06-06T00:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;SCOM;2023-06-05T23:00:00Z;2023-06-06T01:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;HA;2023-06-05T23:00:00Z;2023-06-06T01:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;OCC;2023-06-05T23:00:00Z;2023-06-06T01:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;local6;2023-06-05T23:00:00Z;2023-06-06T02:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;CA_Spectrum;2023-06-05T23:00:00Z;2023-06-06T03:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;C-NMS;2023-06-06T00:00:00Z;2023-06-06T02:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;LucentOMS;2023-06-06T00:00:00Z;2023-06-06T02:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;StruxureWare;2023-06-06T00:00:00Z;2023-06-06T02:00:00Z;;;
EMMA;2023-06-06T00:00:00Z;2023-06-06T03:00:00Z;Stonebranch;2023-06-06T01:00:00Z;2023-06-06T04:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;NetAct;2023-06-06T19:00:00Z;2023-06-06T21:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;SkyWalker;2023-06-06T21:00:00Z;2023-06-07T02:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;Zabbix;2023-06-06T22:00:00Z;2023-06-07T01:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;CA_Spectrum;2023-06-06T22:00:00Z;2023-06-07T01:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;SCOM;2023-06-06T23:00:00Z;2023-06-07T01:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;HA;2023-06-06T23:00:00Z;2023-06-07T01:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;Stonebranch;2023-06-07T00:00:00Z;2023-06-07T03:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;C-NMS;2023-06-07T00:00:00Z;2023-06-07T05:00:00Z;;;
EMMA;2023-06-06T21:00:00Z;2023-06-07T01:00:00Z;Ping;2023-06-07T01:00:00Z;2023-06-07T03:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;CA_Spectrum;2023-06-13T08:00:00Z;2023-06-13T13:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;MileStone;2023-06-13T08:00:00Z;2023-06-13T13:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;Zabbix;2023-06-13T09:00:00Z;2023-06-13T13:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;SkyWalker;2023-06-13T10:00:00Z;2023-06-13T13:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;UNEM;2023-06-13T10:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;SCADA;2023-06-13T12:00:00Z;2023-06-13T14:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;DICA;2023-06-13T12:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;SCOM;2023-06-13T12:00:00Z;2023-06-13T16:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;C-NMS;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;Stonebranch;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;HA;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;NetAct;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;SolMan;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;NFM-P;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;WebSphere-MQ;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;SDH;2023-06-13T13:00:00Z;2023-06-13T15:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;LucentOMS;2023-06-13T15:00:00Z;2023-06-13T17:00:00Z;;;
EMMA;2023-06-13T13:00:00Z;2023-06-13T16:00:00Z;Zabbix;2023-06-13T16:00:00Z;2023-06-13T19:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;HA;2023-06-16T04:00:00Z;2023-06-16T06:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;DICA;2023-06-16T04:00:00Z;2023-06-16T06:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;SCADA;2023-06-16T04:00:00Z;2023-06-16T06:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;LucentOMS;2023-06-16T05:00:00Z;2023-06-16T07:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;EML;2023-06-16T05:00:00Z;2023-06-16T07:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;NetAct;2023-06-16T06:00:00Z;2023-06-16T11:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;NFM-P;2023-06-16T06:00:00Z;2023-06-16T12:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;Zabbix;2023-06-16T07:00:00Z;2023-06-16T09:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;SkyWalker;2023-06-16T07:00:00Z;2023-06-16T11:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;LucentOMS;2023-06-16T08:00:00Z;2023-06-16T10:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;UNEM;2023-06-16T08:00:00Z;2023-06-16T10:00:00Z;;;
EMMA;2023-06-16T06:00:00Z;2023-06-16T08:00:00Z;SCOM;2023-06-16T08:00:00Z;2023-06-16T14:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;NetAct;2023-06-23T07:00:00Z;2023-06-23T13:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;Zabbix;2023-06-23T08:00:00Z;2023-06-23T12:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;LucentOMS;2023-06-23T08:00:00Z;2023-06-23T13:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;SCOM;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;DICA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;NFM-P;2023-06-23T13:00:00Z;2023-06-23T15:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;SkyWalker;2023-06-23T13:00:00Z;2023-06-23T16:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;local6;2023-06-23T14:00:00Z;2023-06-23T16:00:00Z;;;
EMMA;2023-06-23T12:00:00Z;2023-06-23T14:00:00Z;Zabbix;2023-06-23T14:00:00Z;2023-06-23T18:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;NetAct;2023-06-27T18:00:00Z;2023-06-27T20:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;Stonebranch;2023-06-27T19:00:00Z;2023-06-27T21:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;LucentOMS;2023-06-27T20:00:00Z;2023-06-27T23:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;CA_Spectrum;2023-06-27T20:00:00Z;2023-06-28T00:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;EML;2023-06-27T21:00:00Z;2023-06-27T23:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;SDH;2023-06-27T21:00:00Z;2023-06-27T23:00:00Z;;;
EMMA;2023-06-27T20:00:00Z;2023-06-27T22:00:00Z;Zabbix;2023-06-27T22:00:00Z;2023-06-28T02:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;CA_Spectrum;2023-06-28T22:00:00Z;2023-06-29T00:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;Zabbix;2023-06-28T22:00:00Z;2023-06-29T01:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;NetAct;2023-06-28T22:00:00Z;2023-06-29T04:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;HA;2023-06-28T23:00:00Z;2023-06-29T01:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;SCOM;2023-06-28T23:00:00Z;2023-06-29T02:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;C-NMS;2023-06-29T00:00:00Z;2023-06-29T03:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;SCADA;2023-06-29T00:00:00Z;2023-06-29T04:00:00Z;;;
EMMA;2023-06-29T00:00:00Z;2023-06-29T02:00:00Z;Stonebranch;2023-06-29T01:00:00Z;2023-06-29T03:00:00Z;;;
EMMA;2023-06-30T11:00:00Z;2023-06-30T13:00:00Z;SCOM;2023-06-30T07:00:00Z;2023-06-30T11:00:00Z;;;
EMMA;2023-06-30T11:00:00Z;2023-06-30T13:00:00Z;NFM-P;2023-06-30T07:00:00Z;2023-06-30T11:00:00Z;;;
EMMA;2023-06-30T11:00:00Z;2023-06-30T13:00:00Z;CA_Spectrum;2023-06-30T07:00:00Z;2023-06-30T16:00:00Z;;;
