Filter1;Start1;End1;Filter2;Start2;End2;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;SCOM;2023-03-15T09:00:00Z;2023-03-15T13:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;NetAct;2023-03-15T09:00:00Z;2023-03-15T13:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;NFM-P;2023-03-15T09:00:00Z;2023-03-15T14:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;LucentOMS;2023-03-15T09:00:00Z;2023-03-15T16:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;EML;2023-03-15T09:00:00Z;2023-03-15T16:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;HA;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;local6;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;Ping;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;SolMan;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;OCC;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;ADVA;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;WebSphere-MQ;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;PEM;2023-03-15T10:00:00Z;2023-03-15T12:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;SkyWalker;2023-03-15T10:00:00Z;2023-03-15T13:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;MileStone;2023-03-15T10:00:00Z;2023-03-15T13:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;Impact;2023-03-15T10:00:00Z;2023-03-15T13:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;Zabbix;2023-03-15T10:00:00Z;2023-03-15T14:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;DICA;2023-03-15T10:00:00Z;2023-03-15T14:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;Stonebranch;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;UNEM;2023-03-15T12:00:00Z;2023-03-15T14:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;SCADA;2023-03-15T12:00:00Z;2023-03-15T14:00:00Z;;;
EMMA;2023-03-15T11:00:00Z;2023-03-15T13:00:00Z;SDH;2023-03-15T12:00:00Z;2023-03-15T16:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;C-NMS;2023-03-16T06:00:00Z;2023-03-16T09:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;LucentOMS;2023-03-16T08:00:00Z;2023-03-16T12:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;NetAct;2023-03-16T08:00:00Z;2023-03-16T12:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;EML;2023-03-16T08:00:00Z;2023-03-16T12:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;SDH;2023-03-16T08:00:00Z;2023-03-16T12:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;Stonebranch;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;UNEM;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;SCADA;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;SkyWalker;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;OCC;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;ADVA;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;WebSphere-MQ;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;PEM;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;vRealize;2023-03-16T09:00:00Z;2023-03-16T11:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;Impact;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;StruxureWare;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;Zabbix;2023-03-16T09:00:00Z;2023-03-16T13:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;HA;2023-03-16T09:00:00Z;2023-03-16T13:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;CA_Spectrum;2023-03-16T09:00:00Z;2023-03-16T13:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;NFM-P;2023-03-16T09:00:00Z;2023-03-16T13:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;Probe;2023-03-16T09:00:00Z;2023-03-16T13:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;SCOM;2023-03-16T09:00:00Z;2023-03-16T15:00:00Z;;;
EMMA;2023-03-16T09:00:00Z;2023-03-16T12:00:00Z;UNEM;2023-03-16T12:00:00Z;2023-03-16T14:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;SCADA;2023-03-18T06:00:00Z;2023-03-18T08:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;CA_Spectrum;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;SCOM;2023-03-18T09:00:00Z;2023-03-18T11:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;EML;2023-03-18T09:00:00Z;2023-03-18T11:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;StruxureWare;2023-03-18T09:00:00Z;2023-03-18T11:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;SDH;2023-03-18T09:00:00Z;2023-03-18T11:00:00Z;;;
EMMA;2023-03-18T08:00:00Z;2023-03-18T10:00:00Z;LucentOMS;2023-03-18T09:00:00Z;2023-03-18T13:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;CA_Spectrum;2023-03-20T06:00:00Z;2023-03-20T12:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;PEM;2023-03-20T08:00:00Z;2023-03-20T10:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;SCOM;2023-03-20T08:00:00Z;2023-03-20T12:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;local6;2023-03-20T08:00:00Z;2023-03-20T12:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;Zabbix;2023-03-20T09:00:00Z;2023-03-20T11:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;DICA;2023-03-20T09:00:00Z;2023-03-20T11:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;SDH;2023-03-20T09:00:00Z;2023-03-20T11:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;LucentOMS;2023-03-20T09:00:00Z;2023-03-20T12:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;EML;2023-03-20T09:00:00Z;2023-03-20T12:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;NetAct;2023-03-20T09:00:00Z;2023-03-20T13:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;StruxureWare;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;NFM-P;2023-03-20T10:00:00Z;2023-03-20T14:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;DICA;2023-03-20T12:00:00Z;2023-03-20T18:00:00Z;;;
EMMA;2023-03-20T10:00:00Z;2023-03-20T12:00:00Z;UNEM;2023-03-20T12:00:00Z;2023-03-20T18:00:00Z;;;
EMMA;2023-03-20T21:00:00Z;2023-03-20T23:00:00Z;Zabbix;2023-03-20T18:00:00Z;2023-03-20T21:00:00Z;;;
EMMA;2023-03-20T21:00:00Z;2023-03-20T23:00:00Z;SCOM;2023-03-20T20:00:00Z;2023-03-20T22:00:00Z;;;
EMMA;2023-03-20T21:00:00Z;2023-03-20T23:00:00Z;Stonebranch;2023-03-20T20:00:00Z;2023-03-20T22:00:00Z;;;
EMMA;2023-03-20T21:00:00Z;2023-03-20T23:00:00Z;DICA;2023-03-20T21:00:00Z;2023-03-21T01:00:00Z;;;
EMMA;2023-03-20T21:00:00Z;2023-03-20T23:00:00Z;CA_Spectrum;2023-03-20T23:00:00Z;2023-03-21T01:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;DICA;2023-03-22T06:00:00Z;2023-03-22T09:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;Zabbix;2023-03-22T08:00:00Z;2023-03-22T10:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;CA_Spectrum;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;NetAct;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;LucentOMS;2023-03-22T08:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;Impact;2023-03-22T09:00:00Z;2023-03-22T11:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;SCOM;2023-03-22T09:00:00Z;2023-03-22T15:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;NFM-P;2023-03-22T10:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;SDH;2023-03-22T10:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;DICA;2023-03-22T10:00:00Z;2023-03-22T16:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;UNEM;2023-03-22T10:00:00Z;2023-03-22T16:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;EML;2023-03-22T10:00:00Z;2023-03-22T16:00:00Z;;;
EMMA;2023-03-22T08:00:00Z;2023-03-22T12:00:00Z;HA;2023-03-22T12:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;LucentOMS;2023-03-22T08:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;SCOM;2023-03-22T09:00:00Z;2023-03-22T15:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;NFM-P;2023-03-22T10:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;SDH;2023-03-22T10:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;DICA;2023-03-22T10:00:00Z;2023-03-22T16:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;UNEM;2023-03-22T10:00:00Z;2023-03-22T16:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;EML;2023-03-22T10:00:00Z;2023-03-22T16:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;HA;2023-03-22T12:00:00Z;2023-03-22T14:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;C-NMS;2023-03-22T13:00:00Z;2023-03-22T17:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;CA_Spectrum;2023-03-22T14:00:00Z;2023-03-22T17:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;MileStone;2023-03-22T15:00:00Z;2023-03-22T18:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;Impact;2023-03-22T15:00:00Z;2023-03-22T18:00:00Z;;;
EMMA;2023-03-22T13:00:00Z;2023-03-22T15:00:00Z;Zabbix;2023-03-22T15:00:00Z;2023-03-22T19:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;NetAct;2023-03-23T07:00:00Z;2023-03-23T13:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;SDH;2023-03-23T07:00:00Z;2023-03-23T13:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;LucentOMS;2023-03-23T07:00:00Z;2023-03-23T15:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;EML;2023-03-23T07:00:00Z;2023-03-23T15:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;Zabbix;2023-03-23T08:00:00Z;2023-03-23T12:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;CA_Spectrum;2023-03-23T08:00:00Z;2023-03-23T12:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;StruxureWare;2023-03-23T08:00:00Z;2023-03-23T12:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;MileStone;2023-03-23T09:00:00Z;2023-03-23T11:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;SCOM;2023-03-23T09:00:00Z;2023-03-23T13:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;nco_osreport;2023-03-23T10:00:00Z;2023-03-23T12:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;NFM-P;2023-03-23T10:00:00Z;2023-03-23T14:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;HA;2023-03-23T13:00:00Z;2023-03-23T15:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;Impact;2023-03-23T13:00:00Z;2023-03-23T15:00:00Z;;;
EMMA;2023-03-23T11:00:00Z;2023-03-23T13:00:00Z;CA_Spectrum;2023-03-23T13:00:00Z;2023-03-23T16:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;SCOM;2023-03-23T22:00:00Z;2023-03-24T02:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;Zabbix;2023-03-24T00:00:00Z;2023-03-24T02:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;HA;2023-03-24T00:00:00Z;2023-03-24T02:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;SCADA;2023-03-24T00:00:00Z;2023-03-24T05:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;C-NMS;2023-03-24T01:00:00Z;2023-03-24T03:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;Stonebranch;2023-03-24T01:00:00Z;2023-03-24T05:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;SCOM;2023-03-24T03:00:00Z;2023-03-24T05:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;NetAct;2023-03-24T04:00:00Z;2023-03-24T06:00:00Z;;;
EMMA;2023-03-24T01:00:00Z;2023-03-24T04:00:00Z;DICA;2023-03-24T04:00:00Z;2023-03-24T08:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;NFM-P;2023-03-25T22:00:00Z;2023-03-26T04:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;SCOM;2023-03-25T23:00:00Z;2023-03-26T01:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;NetAct;2023-03-25T23:00:00Z;2023-03-26T03:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;EML;2023-03-25T23:00:00Z;2023-03-26T03:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;LucentOMS;2023-03-25T23:00:00Z;2023-03-26T05:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;HA;2023-03-26T00:00:00Z;2023-03-26T02:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;CA_Spectrum;2023-03-26T00:00:00Z;2023-03-26T02:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;WebSphere-MQ;2023-03-26T00:00:00Z;2023-03-26T02:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;Impact;2023-03-26T00:00:00Z;2023-03-26T03:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;Zabbix;2023-03-26T00:00:00Z;2023-03-26T04:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;SCADA;2023-03-26T00:00:00Z;2023-03-26T04:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;SDH;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;C-NMS;2023-03-26T01:00:00Z;2023-03-26T05:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;SCOM;2023-03-26T02:00:00Z;2023-03-26T04:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;UNEM;2023-03-26T02:00:00Z;2023-03-26T04:00:00Z;;;
EMMA;2023-03-26T01:00:00Z;2023-03-26T03:00:00Z;ADVA;2023-03-26T02:00:00Z;2023-03-26T04:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;NFM-P;2023-03-27T06:00:00Z;2023-03-27T11:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;SCOM;2023-03-27T07:00:00Z;2023-03-27T12:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;CA_Spectrum;2023-03-27T08:00:00Z;2023-03-27T11:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;NetAct;2023-03-27T08:00:00Z;2023-03-27T12:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;SCADA;2023-03-27T09:00:00Z;2023-03-27T11:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;Zabbix;2023-03-27T09:00:00Z;2023-03-27T12:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;LucentOMS;2023-03-27T09:00:00Z;2023-03-27T15:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;local6;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;StruxureWare;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;UNEM;2023-03-27T10:00:00Z;2023-03-27T13:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;EML;2023-03-27T10:00:00Z;2023-03-27T13:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;SDH;2023-03-27T10:00:00Z;2023-03-27T13:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;DICA;2023-03-27T10:00:00Z;2023-03-27T15:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;HA;2023-03-27T11:00:00Z;2023-03-27T13:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;CA_Spectrum;2023-03-27T12:00:00Z;2023-03-27T14:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;Impact;2023-03-27T12:00:00Z;2023-03-27T14:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;MileStone;2023-03-27T12:00:00Z;2023-03-27T15:00:00Z;;;
EMMA;2023-03-27T10:00:00Z;2023-03-27T12:00:00Z;NFM-P;2023-03-27T12:00:00Z;2023-03-27T16:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;Zabbix;2023-04-08T21:00:00Z;2023-04-09T03:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;SCOM;2023-04-08T23:00:00Z;2023-04-09T01:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;HA;2023-04-08T23:00:00Z;2023-04-09T01:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;C-NMS;2023-04-09T00:00:00Z;2023-04-09T02:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;LucentOMS;2023-04-09T00:00:00Z;2023-04-09T02:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;MileStone;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;Ping;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;Impact;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;CA_Spectrum;2023-04-09T01:00:00Z;2023-04-09T04:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;NFM-P;2023-04-09T01:00:00Z;2023-04-09T04:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;SCADA;2023-04-09T02:00:00Z;2023-04-09T04:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;C-NMS;2023-04-09T03:00:00Z;2023-04-09T05:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;SCOM;2023-04-09T03:00:00Z;2023-04-09T05:00:00Z;;;
EMMA;2023-04-09T01:00:00Z;2023-04-09T03:00:00Z;DICA;2023-04-09T03:00:00Z;2023-04-09T07:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;DICA;2023-04-24T19:00:00Z;2023-04-24T21:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;Stonebranch;2023-04-24T19:00:00Z;2023-04-24T23:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;LucentOMS;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;SCADA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;SCOM;2023-04-24T22:00:00Z;2023-04-25T00:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;CA_Spectrum;2023-04-24T22:00:00Z;2023-04-25T00:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;Zabbix;2023-04-24T22:00:00Z;2023-04-25T01:00:00Z;;;
EMMA;2023-04-24T21:00:00Z;2023-04-24T23:00:00Z;HA;2023-04-24T23:00:00Z;2023-04-25T01:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;Zabbix;2023-04-28T22:00:00Z;2023-04-29T02:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;UNEM;2023-04-28T22:00:00Z;2023-04-29T02:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;CA_Spectrum;2023-04-28T22:00:00Z;2023-04-29T04:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;NetAct;2023-04-28T22:00:00Z;2023-04-29T04:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;HA;2023-04-28T23:00:00Z;2023-04-29T01:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;LucentOMS;2023-04-28T23:00:00Z;2023-04-29T03:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;SCOM;2023-04-28T23:00:00Z;2023-04-29T03:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;local6;2023-04-29T00:00:00Z;2023-04-29T02:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;MileStone;2023-04-29T00:00:00Z;2023-04-29T02:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;EML;2023-04-29T00:00:00Z;2023-04-29T02:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;SDH;2023-04-29T00:00:00Z;2023-04-29T02:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;SkyWalker;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;Ping;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;;;
EMMA;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;Impact;2023-04-29T00:00:00Z;2023-04-29T03:00:00Z;;;
